timestamp,event,label
2026-01-01 00:07:43,Tamper detected,1
2026-01-01 00:07:51,Start camera,0
2026-01-01 00:07:56,Door opened,0
2026-01-01 00:07:57,Stop camera,0
2026-01-01 00:07:58,Tamper detected,1
2026-01-01 00:08:08,Stop camera,0
2026-01-01 00:08:16,Start camera,0
2026-01-01 00:08:19,Stop camera,0
2026-01-01 00:08:26,Door opened,0
2026-01-01 00:08:31,Stop camera,0
2026-01-01 00:08:38,Stop camera,0
2026-01-01 00:08:47,Start camera,0
2026-01-01 00:08:57,Start camera,0
2026-01-01 00:08:58,Low battery,0
2026-01-01 00:09:07,Door closed,0
2026-01-01 00:09:15,Low battery,0
2026-01-01 00:09:16,Start camera,0
2026-01-01 00:09:22,Low battery,0
2026-01-01 00:09:28,Motion detected,0
2026-01-01 00:09:36,Door opened,0
2026-01-01 00:09:44,Stop camera,0
2026-01-01 00:09:47,Stop camera,0
2026-01-01 00:09:49,Signal lost,0
2026-01-01 00:09:50,Start camera,0
2026-01-01 00:09:52,Door opened,0
2026-01-01 00:09:59,Motion detected,0
2026-01-01 00:10:05,Low battery,0
2026-01-01 00:10:06,Door closed,0
2026-01-01 00:10:14,Signal lost,0
2026-01-01 00:10:21,Unauthorized access,1
2026-01-01 00:10:30,Low battery,0
2026-01-01 00:10:36,Signal lost,0
2026-01-01 00:10:38,Stop camera,0
2026-01-01 00:10:40,Motion detected,0
2026-01-01 00:10:43,Motion detected,0
2026-01-01 00:10:52,Signal lost,0
2026-01-01 00:11:01,Door opened,0
2026-01-01 00:11:07,Door closed,0
2026-01-01 00:11:16,Signal lost,0
2026-01-01 00:11:21,Start camera,0
2026-01-01 00:11:23,Start camera,0
2026-01-01 00:11:24,Unauthorized access,1
2026-01-01 00:11:30,Stop camera,0
2026-01-01 00:11:36,Motion detected,0
2026-01-01 00:11:40,Camera offline,1
2026-01-01 00:11:44,Door opened,0
2026-01-01 00:11:47,Stop camera,0
2026-01-01 00:11:48,Camera offline,1
2026-01-01 00:11:55,Low battery,0
2026-01-01 00:11:59,Door closed,0
2026-01-01 00:12:07,Signal lost,0
2026-01-01 00:12:08,Motion detected,0
2026-01-01 00:12:14,Signal lost,0
2026-01-01 00:12:20,Tamper detected,1
2026-01-01 00:12:21,Camera offline,1
2026-01-01 00:12:28,Motion detected,0
2026-01-01 00:12:31,Low battery,0
2026-01-01 00:12:36,Signal lost,0
2026-01-01 00:12:42,Signal lost,0
2026-01-01 00:12:47,Unauthorized access,1
2026-01-01 00:12:51,Unauthorized access,1
2026-01-01 00:12:52,Motion detected,0
2026-01-01 00:12:56,Door opened,0
2026-01-01 00:12:59,Motion detected,0
2026-01-01 00:13:06,Low battery,0
2026-01-01 00:13:11,Stop camera,0
2026-01-01 00:13:15,Stop camera,0
2026-01-01 00:13:25,Stop camera,0
2026-01-01 00:13:32,Start camera,0
2026-01-01 00:13:40,Motion detected,0
2026-01-01 00:13:48,Camera offline,1
2026-01-01 00:13:56,Door closed,0
2026-01-01 00:13:57,Door opened,0
2026-01-01 00:14:02,Motion detected,0
2026-01-01 00:14:08,Camera offline,1
2026-01-01 00:14:15,Door closed,0
2026-01-01 00:14:19,Signal lost,0
2026-01-01 00:14:28,Signal lost,0
2026-01-01 00:14:31,Start camera,0
2026-01-01 00:14:36,Stop camera,0
2026-01-01 00:14:40,Unauthorized access,1
2026-01-01 00:14:44,Low battery,0
2026-01-01 00:14:49,Door opened,0
2026-01-01 00:14:54,Door opened,0
2026-01-01 00:15:04,Door closed,0
2026-01-01 00:15:13,Motion detected,0
2026-01-01 00:15:14,Motion detected,0
2026-01-01 00:15:24,Tamper detected,1
2026-01-01 00:15:31,Signal lost,0
2026-01-01 00:15:41,Motion detected,0
2026-01-01 00:15:48,Stop camera,0
2026-01-01 00:15:49,Motion detected,0
2026-01-01 00:15:54,Signal lost,0
2026-01-01 00:16:03,Door closed,0
2026-01-01 00:16:07,Low battery,0
2026-01-01 00:16:09,Signal lost,0
2026-01-01 00:16:18,Low battery,0
2026-01-01 00:16:22,Door opened,0
2026-01-01 00:16:30,Start camera,0
2026-01-01 00:16:35,Signal lost,0
2026-01-01 00:16:45,Start camera,0
2026-01-01 00:16:53,Motion detected,0
2026-01-01 00:16:59,Stop camera,0
2026-01-01 00:17:09,Start camera,0
2026-01-01 00:17:13,Door closed,0
2026-01-01 00:17:19,Motion detected,0
2026-01-01 00:17:24,Door opened,0
2026-01-01 00:17:29,Signal lost,0
2026-01-01 00:17:37,Start camera,0
2026-01-01 00:17:44,Unauthorized access,1
2026-01-01 00:17:51,Stop camera,0
2026-01-01 00:17:53,Stop camera,0
2026-01-01 00:17:58,Door opened,0
2026-01-01 00:18:03,Start camera,0
2026-01-01 00:18:07,Motion detected,0
2026-01-01 00:18:11,Start camera,0
2026-01-01 00:18:13,Low battery,0
2026-01-01 00:18:20,Signal lost,0
2026-01-01 00:18:25,Low battery,0
2026-01-01 00:18:34,Door closed,0
2026-01-01 00:18:42,Stop camera,0
2026-01-01 00:18:43,Motion detected,0
2026-01-01 00:18:51,Start camera,0
2026-01-01 00:18:55,Tamper detected,1
2026-01-01 00:19:04,Signal lost,0
2026-01-01 00:19:05,Door closed,0
2026-01-01 00:19:15,Start camera,0
2026-01-01 00:19:23,Start camera,0
2026-01-01 00:19:32,Stop camera,0
2026-01-01 00:19:40,Door opened,0
2026-01-01 00:19:42,Signal lost,0
2026-01-01 00:19:51,Motion detected,0
2026-01-01 00:20:00,Door opened,0
2026-01-01 00:20:08,Signal lost,0
2026-01-01 00:20:15,Motion detected,0
2026-01-01 00:20:16,Motion detected,0
2026-01-01 00:20:19,Signal lost,0
2026-01-01 00:20:28,Start camera,0
2026-01-01 00:20:30,Motion detected,0
2026-01-01 00:20:32,Start camera,0
2026-01-01 00:20:33,Signal lost,0
2026-01-01 00:20:38,Start camera,0
2026-01-01 00:20:45,Stop camera,0
2026-01-01 00:20:54,Door opened,0
2026-01-01 00:21:02,Start camera,0
2026-01-01 00:21:12,Motion detected,0
2026-01-01 00:21:14,Door opened,0
2026-01-01 00:21:19,Start camera,0
2026-01-01 00:21:29,Door closed,0
2026-01-01 00:21:39,Low battery,0
2026-01-01 00:21:42,Door opened,0
2026-01-01 00:21:51,Stop camera,0
2026-01-01 00:21:55,Door closed,0
2026-01-01 00:21:57,Tamper detected,1
2026-01-01 00:22:03,Stop camera,0
2026-01-01 00:22:12,Door opened,0
2026-01-01 00:22:14,Signal lost,0
2026-01-01 00:22:23,Door closed,0
2026-01-01 00:22:25,Stop camera,0
2026-01-01 00:22:33,Motion detected,0
2026-01-01 00:22:35,Motion detected,0
2026-01-01 00:22:39,Door closed,0
2026-01-01 00:22:49,Stop camera,0
2026-01-01 00:22:54,Door closed,0
2026-01-01 00:22:59,Stop camera,0
2026-01-01 00:23:07,Signal lost,0
2026-01-01 00:23:08,Stop camera,0
2026-01-01 00:23:17,Signal lost,0
2026-01-01 00:23:27,Stop camera,0
2026-01-01 00:23:31,Signal lost,0
2026-01-01 00:23:41,Door closed,0
2026-01-01 00:23:44,Stop camera,0
2026-01-01 00:23:45,Signal lost,0
2026-01-01 00:23:55,Start camera,0
2026-01-01 00:24:02,Stop camera,0
2026-01-01 00:24:10,Door closed,0
2026-01-01 00:24:15,Signal lost,0
2026-01-01 00:24:25,Signal lost,0
2026-01-01 00:24:26,Motion detected,0
2026-01-01 00:24:29,Low battery,0
2026-01-01 00:24:33,Start camera,0
2026-01-01 00:24:41,Start camera,0
2026-01-01 00:24:44,Door closed,0
2026-01-01 00:24:49,Stop camera,0
2026-01-01 00:24:52,Signal lost,0
2026-01-01 00:24:56,Motion detected,0
2026-01-01 00:25:05,Motion detected,0
2026-01-01 00:25:07,Signal lost,0
2026-01-01 00:25:17,Signal lost,0
2026-01-01 00:25:20,Start camera,0
2026-01-01 00:25:24,Door closed,0
2026-01-01 00:25:34,Stop camera,0
2026-01-01 00:25:35,Low battery,0
2026-01-01 00:25:42,Signal lost,0
2026-01-01 00:25:51,Door closed,0
2026-01-01 00:25:52,Motion detected,0
2026-01-01 00:26:00,Stop camera,0
2026-01-01 00:26:04,Low battery,0
2026-01-01 00:26:07,Start camera,0
2026-01-01 00:26:12,Motion detected,0
2026-01-01 00:26:17,Door opened,0
2026-01-01 00:26:18,Start camera,0
2026-01-01 00:26:22,Start camera,0
2026-01-01 00:26:28,Motion detected,0
2026-01-01 00:26:31,Low battery,0
2026-01-01 00:26:38,Motion detected,0
2026-01-01 00:26:40,Door closed,0
2026-01-01 00:26:47,Motion detected,0
2026-01-01 00:26:52,Tamper detected,1
2026-01-01 00:26:55,Motion detected,0
2026-01-01 00:26:59,Door closed,0
2026-01-01 00:27:04,Camera offline,1
2026-01-01 00:27:09,Low battery,0
2026-01-01 00:27:19,Motion detected,0
2026-01-01 00:27:24,Tamper detected,1
2026-01-01 00:27:32,Door closed,0
2026-01-01 00:27:36,Motion detected,0
2026-01-01 00:27:39,Stop camera,0
2026-01-01 00:27:48,Camera offline,1
2026-01-01 00:27:51,Signal lost,0
2026-01-01 00:28:00,Door closed,0
2026-01-01 00:28:04,Door closed,0
2026-01-01 00:28:13,Unauthorized access,1
2026-01-01 00:28:21,Door opened,0
2026-01-01 00:28:29,Door opened,0
2026-01-01 00:28:31,Signal lost,0
2026-01-01 00:28:32,Signal lost,0
2026-01-01 00:28:33,Low battery,0
2026-01-01 00:28:35,Door closed,0
2026-01-01 00:28:44,Camera offline,1
2026-01-01 00:28:51,Door opened,0
2026-01-01 00:29:00,Door opened,0
2026-01-01 00:29:01,Unauthorized access,1
2026-01-01 00:29:03,Stop camera,0
2026-01-01 00:29:11,Door opened,0
2026-01-01 00:29:17,Stop camera,0
2026-01-01 00:29:21,Signal lost,0
2026-01-01 00:29:23,Start camera,0
2026-01-01 00:29:25,Signal lost,0
2026-01-01 00:29:33,Motion detected,0
2026-01-01 00:29:41,Start camera,0
2026-01-01 00:29:46,Door closed,0
2026-01-01 00:29:48,Signal lost,0
2026-01-01 00:29:55,Door opened,0
2026-01-01 00:29:58,Camera offline,1
2026-01-01 00:30:00,Motion detected,0
2026-01-01 00:30:07,Door opened,0
2026-01-01 00:30:12,Door opened,0
2026-01-01 00:30:21,Stop camera,0
2026-01-01 00:30:22,Motion detected,0
2026-01-01 00:30:24,Low battery,0
2026-01-01 00:30:28,Signal lost,0
2026-01-01 00:30:32,Signal lost,0
2026-01-01 00:30:42,Start camera,0
2026-01-01 00:30:45,Camera offline,1
2026-01-01 00:30:49,Low battery,0
2026-01-01 00:30:59,Door closed,0
2026-01-01 00:31:03,Camera offline,1
2026-01-01 00:31:09,Stop camera,0
2026-01-01 00:31:11,Stop camera,0
2026-01-01 00:31:21,Signal lost,0
2026-01-01 00:31:22,Low battery,0
2026-01-01 00:31:27,Tamper detected,1
2026-01-01 00:31:35,Signal lost,0
2026-01-01 00:31:37,Signal lost,0
2026-01-01 00:31:38,Door opened,0
2026-01-01 00:31:40,Start camera,0
2026-01-01 00:31:50,Low battery,0
2026-01-01 00:32:00,Start camera,0
2026-01-01 00:32:09,Low battery,0
2026-01-01 00:32:18,Low battery,0
2026-01-01 00:32:19,Signal lost,0
2026-01-01 00:32:29,Tamper detected,1
2026-01-01 00:32:34,Tamper detected,1
2026-01-01 00:32:38,Signal lost,0
2026-01-01 00:32:41,Low battery,0
2026-01-01 00:32:42,Tamper detected,1
2026-01-01 00:32:50,Start camera,0
2026-01-01 00:32:52,Door closed,0
2026-01-01 00:32:58,Low battery,0
2026-01-01 00:33:02,Low battery,0
2026-01-01 00:33:05,Low battery,0
2026-01-01 00:33:15,Stop camera,0
2026-01-01 00:33:25,Low battery,0
2026-01-01 00:33:30,Signal lost,0
2026-01-01 00:33:38,Start camera,0
2026-01-01 00:33:46,Door opened,0
2026-01-01 00:33:47,Low battery,0
2026-01-01 00:33:52,Motion detected,0
2026-01-01 00:34:01,Motion detected,0
2026-01-01 00:34:09,Signal lost,0
2026-01-01 00:34:16,Start camera,0
2026-01-01 00:34:23,Low battery,0
2026-01-01 00:34:25,Start camera,0
2026-01-01 00:34:31,Door opened,0
2026-01-01 00:34:32,Camera offline,1
2026-01-01 00:34:34,Low battery,0
2026-01-01 00:34:42,Motion detected,0
2026-01-01 00:34:43,Door opened,0
2026-01-01 00:34:47,Low battery,0
2026-01-01 00:34:50,Low battery,0
2026-01-01 00:34:55,Motion detected,0
2026-01-01 00:35:02,Door closed,0
2026-01-01 00:35:12,Low battery,0
2026-01-01 00:35:14,Motion detected,0
2026-01-01 00:35:20,Stop camera,0
2026-01-01 00:35:21,Signal lost,0
2026-01-01 00:35:29,Signal lost,0
2026-01-01 00:35:31,Low battery,0
2026-01-01 00:35:32,Motion detected,0
2026-01-01 00:35:40,Door opened,0
2026-01-01 00:35:48,Signal lost,0
2026-01-01 00:35:58,Low battery,0
2026-01-01 00:36:04,Door opened,0
2026-01-01 00:36:09,Door closed,0
2026-01-01 00:36:13,Signal lost,0
2026-01-01 00:36:18,Door closed,0
2026-01-01 00:36:25,Door closed,0
2026-01-01 00:36:32,Start camera,0
2026-01-01 00:36:35,Door closed,0
2026-01-01 00:36:44,Motion detected,0
2026-01-01 00:36:52,Door opened,0
2026-01-01 00:36:58,Tamper detected,1
2026-01-01 00:37:03,Start camera,0
2026-01-01 00:37:08,Stop camera,0
2026-01-01 00:37:16,Signal lost,0
2026-01-01 00:37:26,Stop camera,0
2026-01-01 00:37:30,Low battery,0
2026-01-01 00:37:34,Door closed,0
2026-01-01 00:37:35,Low battery,0
2026-01-01 00:37:39,Stop camera,0
2026-01-01 00:37:48,Tamper detected,1
2026-01-01 00:37:49,Motion detected,0
2026-01-01 00:37:58,Unauthorized access,1
2026-01-01 00:38:03,Motion detected,0
2026-01-01 00:38:08,Stop camera,0
2026-01-01 00:38:11,Stop camera,0
2026-01-01 00:38:14,Stop camera,0
2026-01-01 00:38:15,Low battery,0
2026-01-01 00:38:19,Door opened,0
2026-01-01 00:38:23,Signal lost,0
2026-01-01 00:38:25,Camera offline,1
2026-01-01 00:38:29,Door opened,0
2026-01-01 00:38:31,Signal lost,0
2026-01-01 00:38:38,Door opened,0
2026-01-01 00:38:45,Signal lost,0
2026-01-01 00:38:49,Low battery,0
2026-01-01 00:38:51,Door opened,0
2026-01-01 00:38:57,Unauthorized access,1
2026-01-01 00:38:59,Signal lost,0
2026-01-01 00:39:05,Stop camera,0
2026-01-01 00:39:11,Door opened,0
2026-01-01 00:39:12,Low battery,0
2026-01-01 00:39:14,Motion detected,0
2026-01-01 00:39:15,Stop camera,0
2026-01-01 00:39:17,Door closed,0
2026-01-01 00:39:21,Motion detected,0
2026-01-01 00:39:28,Unauthorized access,1
2026-01-01 00:39:33,Signal lost,0
2026-01-01 00:39:36,Stop camera,0
2026-01-01 00:39:45,Door closed,0
2026-01-01 00:39:48,Stop camera,0
2026-01-01 00:39:58,Low battery,0
2026-01-01 00:40:08,Door closed,0
2026-01-01 00:40:17,Low battery,0
2026-01-01 00:40:25,Start camera,0
2026-01-01 00:40:32,Stop camera,0
2026-01-01 00:40:37,Door closed,0
2026-01-01 00:40:41,Motion detected,0
2026-01-01 00:40:42,Door closed,0
2026-01-01 00:40:50,Door opened,0
2026-01-01 00:40:59,Door opened,0
2026-01-01 00:41:04,Stop camera,0
2026-01-01 00:41:14,Door opened,0
2026-01-01 00:41:17,Motion detected,0
2026-01-01 00:41:18,Start camera,0
2026-01-01 00:41:21,Signal lost,0
2026-01-01 00:41:23,Camera offline,1
2026-01-01 00:41:29,Motion detected,0
2026-01-01 00:41:35,Door closed,0
2026-01-01 00:41:40,Motion detected,0
2026-01-01 00:41:46,Low battery,0
2026-01-01 00:41:48,Door closed,0
2026-01-01 00:41:50,Motion detected,0
2026-01-01 00:41:53,Start camera,0
2026-01-01 00:41:57,Door closed,0
2026-01-01 00:42:00,Start camera,0
2026-01-01 00:42:06,Motion detected,0
2026-01-01 00:42:10,Signal lost,0
2026-01-01 00:42:13,Stop camera,0
2026-01-01 00:42:14,Door opened,0
2026-01-01 00:42:24,Low battery,0
2026-01-01 00:42:32,Stop camera,0
2026-01-01 00:42:39,Stop camera,0
2026-01-01 00:42:45,Motion detected,0
2026-01-01 00:42:54,Signal lost,0
2026-01-01 00:43:00,Unauthorized access,1
2026-01-01 00:43:08,Stop camera,0
2026-01-01 00:43:13,Door opened,0
2026-01-01 00:43:20,Tamper detected,1
2026-01-01 00:43:30,Motion detected,0
2026-01-01 00:43:31,Door opened,0
2026-01-01 00:43:40,Stop camera,0
2026-01-01 00:43:44,Signal lost,0
2026-01-01 00:43:47,Door opened,0
2026-01-01 00:43:50,Low battery,0
2026-01-01 00:43:52,Motion detected,0
2026-01-01 00:44:00,Signal lost,0
2026-01-01 00:44:03,Unauthorized access,1
2026-01-01 00:44:05,Stop camera,0
2026-01-01 00:44:10,Start camera,0
2026-01-01 00:44:11,Motion detected,0
2026-01-01 00:44:19,Low battery,0
2026-01-01 00:44:28,Door opened,0
2026-01-01 00:44:33,Start camera,0
2026-01-01 00:44:43,Low battery,0
2026-01-01 00:44:52,Door opened,0
2026-01-01 00:45:01,Door opened,0
2026-01-01 00:45:02,Door closed,0
2026-01-01 00:45:07,Start camera,0
2026-01-01 00:45:10,Camera offline,1
2026-01-01 00:45:13,Low battery,0
2026-01-01 00:45:23,Camera offline,1
2026-01-01 00:45:29,Door opened,0
2026-01-01 00:45:30,Motion detected,0
2026-01-01 00:45:34,Stop camera,0
2026-01-01 00:45:35,Low battery,0
2026-01-01 00:45:40,Motion detected,0
2026-01-01 00:45:46,Motion detected,0
2026-01-01 00:45:53,Signal lost,0
2026-01-01 00:46:00,Start camera,0
2026-01-01 00:46:01,Camera offline,1
2026-01-01 00:46:02,Door opened,0
2026-01-01 00:46:07,Signal lost,0
2026-01-01 00:46:15,Signal lost,0
2026-01-01 00:46:19,Stop camera,0
2026-01-01 00:46:29,Motion detected,0
2026-01-01 00:46:38,Start camera,0
2026-01-01 00:46:43,Stop camera,0
2026-01-01 00:46:52,Motion detected,0
2026-01-01 00:46:53,Door opened,0
2026-01-01 00:47:00,Camera offline,1
2026-01-01 00:47:05,Stop camera,0
2026-01-01 00:47:13,Signal lost,0
2026-01-01 00:47:19,Start camera,0
2026-01-01 00:47:28,Motion detected,0
2026-01-01 00:47:32,Signal lost,0
2026-01-01 00:47:35,Start camera,0
2026-01-01 00:47:38,Signal lost,0
2026-01-01 00:47:42,Start camera,0
2026-01-01 00:47:51,Signal lost,0
2026-01-01 00:47:54,Motion detected,0
2026-01-01 00:48:03,Signal lost,0
2026-01-01 00:48:09,Tamper detected,1
2026-01-01 00:48:11,Signal lost,0
2026-01-01 00:48:19,Motion detected,0
2026-01-01 00:48:26,Stop camera,0
2026-01-01 00:48:27,Start camera,0
2026-01-01 00:48:36,Unauthorized access,1
2026-01-01 00:48:42,Door opened,0
2026-01-01 00:48:44,Motion detected,0
2026-01-01 00:48:52,Stop camera,0
2026-01-01 00:49:02,Low battery,0
2026-01-01 00:49:04,Door closed,0
2026-01-01 00:49:14,Motion detected,0
2026-01-01 00:49:24,Motion detected,0
2026-01-01 00:49:26,Start camera,0
2026-01-01 00:49:32,Start camera,0
2026-01-01 00:49:36,Door opened,0
2026-01-01 00:49:39,Start camera,0
2026-01-01 00:49:40,Signal lost,0
2026-01-01 00:49:44,Signal lost,0
2026-01-01 00:49:53,Motion detected,0
2026-01-01 00:49:55,Start camera,0
2026-01-01 00:50:02,Low battery,0
2026-01-01 00:50:07,Door closed,0
2026-01-01 00:50:11,Low battery,0
2026-01-01 00:50:16,Start camera,0
2026-01-01 00:50:24,Door opened,0
2026-01-01 00:50:29,Signal lost,0
2026-01-01 00:50:38,Low battery,0
2026-01-01 00:50:48,Low battery,0
2026-01-01 00:50:53,Low battery,0
2026-01-01 00:50:59,Start camera,0
2026-01-01 00:51:06,Motion detected,0
2026-01-01 00:51:16,Signal lost,0
2026-01-01 00:51:24,Start camera,0
2026-01-01 00:51:29,Motion detected,0
2026-01-01 00:51:39,Signal lost,0
2026-01-01 00:51:43,Unauthorized access,1
2026-01-01 00:51:51,Unauthorized access,1
2026-01-01 00:51:52,Motion detected,0
2026-01-01 00:51:53,Signal lost,0
2026-01-01 00:52:03,Motion detected,0
2026-01-01 00:52:07,Motion detected,0
2026-01-01 00:52:08,Low battery,0
2026-01-01 00:52:12,Signal lost,0
2026-01-01 00:52:17,Low battery,0
2026-01-01 00:52:23,Motion detected,0
2026-01-01 00:52:24,Motion detected,0
2026-01-01 00:52:27,Door closed,0
2026-01-01 00:52:29,Door opened,0
2026-01-01 00:52:35,Low battery,0
2026-01-01 00:52:42,Stop camera,0
2026-01-01 00:52:43,Tamper detected,1
2026-01-01 00:52:45,Unauthorized access,1
2026-01-01 00:52:54,Low battery,0
2026-01-01 00:53:04,Door closed,0
2026-01-01 00:53:12,Start camera,0
2026-01-01 00:53:15,Door opened,0
2026-01-01 00:53:21,Door opened,0
2026-01-01 00:53:26,Start camera,0
2026-01-01 00:53:36,Low battery,0
2026-01-01 00:53:41,Start camera,0
2026-01-01 00:53:46,Door opened,0
2026-01-01 00:53:51,Low battery,0
2026-01-01 00:53:59,Motion detected,0
2026-01-01 00:54:00,Low battery,0
2026-01-01 00:54:01,Low battery,0
2026-01-01 00:54:09,Stop camera,0
2026-01-01 00:54:10,Camera offline,1
2026-01-01 00:54:17,Start camera,0
2026-01-01 00:54:25,Stop camera,0
2026-01-01 00:54:30,Motion detected,0
2026-01-01 00:54:32,Start camera,0
2026-01-01 00:54:35,Door opened,0
2026-01-01 00:54:41,Door closed,0
2026-01-01 00:54:45,Door closed,0
2026-01-01 00:54:54,Unauthorized access,1
2026-01-01 00:54:59,Low battery,0
2026-01-01 00:55:09,Signal lost,0
2026-01-01 00:55:13,Signal lost,0
2026-01-01 00:55:16,Door closed,0
2026-01-01 00:55:17,Start camera,0
2026-01-01 00:55:27,Signal lost,0
2026-01-01 00:55:35,Stop camera,0
2026-01-01 00:55:36,Low battery,0
2026-01-01 00:55:39,Stop camera,0
2026-01-01 00:55:45,Door closed,0
2026-01-01 00:55:55,Stop camera,0
2026-01-01 00:56:02,Motion detected,0
2026-01-01 00:56:04,Door opened,0
2026-01-01 00:56:13,Low battery,0
2026-01-01 00:56:16,Low battery,0
2026-01-01 00:56:19,Door closed,0
2026-01-01 00:56:20,Stop camera,0
2026-01-01 00:56:22,Start camera,0
2026-01-01 00:56:26,Start camera,0
2026-01-01 00:56:35,Tamper detected,1
2026-01-01 00:56:38,Start camera,0
2026-01-01 00:56:46,Stop camera,0
2026-01-01 00:56:50,Door closed,0
2026-01-01 00:56:58,Signal lost,0
2026-01-01 00:57:06,Signal lost,0
2026-01-01 00:57:15,Motion detected,0
2026-01-01 00:57:19,Motion detected,0
2026-01-01 00:57:25,Low battery,0
2026-01-01 00:57:30,Door opened,0
2026-01-01 00:57:32,Motion detected,0
2026-01-01 00:57:41,Low battery,0
2026-01-01 00:57:46,Door opened,0
2026-01-01 00:57:54,Motion detected,0
2026-01-01 00:58:02,Door opened,0
2026-01-01 00:58:08,Tamper detected,1
2026-01-01 00:58:10,Low battery,0
2026-01-01 00:58:14,Motion detected,0
2026-01-01 00:58:22,Stop camera,0
2026-01-01 00:58:24,Motion detected,0
2026-01-01 00:58:27,Motion detected,0
2026-01-01 00:58:32,Tamper detected,1
2026-01-01 00:58:34,Door closed,0
2026-01-01 00:58:43,Stop camera,0
2026-01-01 00:58:51,Camera offline,1
2026-01-01 00:58:55,Stop camera,0
2026-01-01 00:59:05,Start camera,0
2026-01-01 00:59:15,Door closed,0
2026-01-01 00:59:19,Stop camera,0
2026-01-01 00:59:26,Start camera,0
2026-01-01 00:59:29,Motion detected,0
2026-01-01 00:59:32,Camera offline,1
2026-01-01 00:59:38,Door opened,0
2026-01-01 00:59:46,Tamper detected,1
2026-01-01 00:59:51,Signal lost,0
2026-01-01 00:59:54,Stop camera,0
2026-01-01 00:59:55,Door closed,0
2026-01-01 00:59:56,Camera offline,1
2026-01-01 01:00:02,Low battery,0
2026-01-01 01:00:06,Signal lost,0
2026-01-01 01:00:15,Low battery,0
2026-01-01 01:00:24,Start camera,0
2026-01-01 01:00:27,Motion detected,0
2026-01-01 01:00:37,Low battery,0
2026-01-01 01:00:39,Camera offline,1
2026-01-01 01:00:41,Low battery,0
