timestamp,event,label,hour,minute,second,time_diff
2026-03-23 08:04:34,Signal lost,0,8,4,34,10.0
2026-03-23 08:04:36,Start camera,0,8,4,36,2.0
2026-03-23 08:04:40,Stop camera,0,8,4,40,4.0
2026-03-23 08:04:50,Low battery,0,8,4,50,10.0
2026-03-23 08:04:59,Stop camera,0,8,4,59,9.0
2026-03-23 08:05:04,Motion detected,0,8,5,4,5.0
2026-03-23 08:05:12,Door closed,0,8,5,12,8.0
2026-03-23 08:05:19,Door opened,0,8,5,19,7.0
2026-03-23 08:05:24,Door opened,0,8,5,24,5.0
2026-03-23 08:05:32,Signal lost,0,8,5,32,8.0
2026-03-23 08:05:35,Low battery,0,8,5,35,3.0
2026-03-23 08:05:43,Low battery,0,8,5,43,8.0
2026-03-23 08:05:53,Motion detected,0,8,5,53,10.0
2026-03-23 08:05:57,Low battery,0,8,5,57,4.0
2026-03-23 08:06:01,Motion detected,0,8,6,1,4.0
2026-03-23 08:06:02,Low battery,0,8,6,2,1.0
2026-03-23 08:06:07,Motion detected,0,8,6,7,5.0
2026-03-23 08:06:13,Motion detected,0,8,6,13,6.0
2026-03-23 08:06:16,Low battery,0,8,6,16,3.0
2026-03-23 08:06:22,Low battery,0,8,6,22,6.0
2026-03-23 08:06:26,Start camera,0,8,6,26,4.0
2026-03-23 08:06:33,Motion detected,0,8,6,33,7.0
2026-03-23 08:06:39,Signal lost,0,8,6,39,6.0
2026-03-23 08:06:45,Stop camera,0,8,6,45,6.0
2026-03-23 08:06:55,Start camera,0,8,6,55,10.0
2026-03-23 08:07:05,Low battery,0,8,7,5,10.0
2026-03-23 08:07:07,Start camera,0,8,7,7,2.0
2026-03-23 08:07:17,Motion detected,0,8,7,17,10.0
2026-03-23 08:07:20,Door closed,0,8,7,20,3.0
2026-03-23 08:07:27,Door opened,0,8,7,27,7.0
2026-03-23 08:07:32,Start camera,0,8,7,32,5.0
2026-03-23 08:07:42,Low battery,0,8,7,42,10.0
2026-03-23 08:07:44,Door closed,0,8,7,44,2.0
2026-03-23 08:07:46,Signal lost,0,8,7,46,2.0
2026-03-23 08:07:55,Door closed,0,8,7,55,9.0
2026-03-23 08:08:01,Door closed,0,8,8,1,6.0
2026-03-23 08:08:08,Low battery,0,8,8,8,7.0
2026-03-23 08:08:14,Low battery,0,8,8,14,6.0
2026-03-23 08:08:23,Motion detected,0,8,8,23,9.0
2026-03-23 08:08:30,Low battery,0,8,8,30,7.0
2026-03-23 08:08:36,Door closed,0,8,8,36,6.0
2026-03-23 08:08:43,Stop camera,0,8,8,43,7.0
2026-03-23 08:08:49,Stop camera,0,8,8,49,6.0
2026-03-23 08:08:58,Door opened,0,8,8,58,9.0
2026-03-23 08:09:06,Low battery,0,8,9,6,8.0
2026-03-23 08:09:12,Stop camera,0,8,9,12,6.0
2026-03-23 08:09:14,Door closed,0,8,9,14,2.0
2026-03-23 08:09:20,Low battery,0,8,9,20,6.0
2026-03-23 08:09:24,Low battery,0,8,9,24,4.0
2026-03-23 08:09:33,Motion detected,0,8,9,33,9.0
2026-03-23 08:09:34,Start camera,0,8,9,34,1.0
2026-03-23 08:09:41,Motion detected,0,8,9,41,7.0
2026-03-23 08:09:47,Door closed,0,8,9,47,6.0
2026-03-23 08:09:49,Stop camera,0,8,9,49,2.0
2026-03-23 08:09:57,Door opened,0,8,9,57,8.0
2026-03-23 08:10:05,Stop camera,0,8,10,5,8.0
2026-03-23 08:10:12,Stop camera,0,8,10,12,7.0
2026-03-23 08:10:15,Door opened,0,8,10,15,3.0
2026-03-23 08:10:24,Signal lost,0,8,10,24,9.0
2026-03-23 08:10:32,Start camera,0,8,10,32,8.0
2026-03-23 08:10:42,Start camera,0,8,10,42,10.0
2026-03-23 08:10:47,Start camera,0,8,10,47,5.0
2026-03-23 08:10:50,Motion detected,0,8,10,50,3.0
2026-03-23 08:10:53,Signal lost,0,8,10,53,3.0
2026-03-23 08:10:54,Stop camera,0,8,10,54,1.0
2026-03-23 08:11:02,Door opened,0,8,11,2,8.0
2026-03-23 08:11:08,Start camera,0,8,11,8,6.0
2026-03-23 08:11:11,Signal lost,0,8,11,11,3.0
2026-03-23 08:11:19,Door opened,0,8,11,19,8.0
2026-03-23 08:11:28,Signal lost,0,8,11,28,9.0
2026-03-23 08:11:37,Start camera,0,8,11,37,9.0
2026-03-23 08:11:44,Door closed,0,8,11,44,7.0
2026-03-23 08:11:46,Motion detected,0,8,11,46,2.0
2026-03-23 08:11:54,Motion detected,0,8,11,54,8.0
2026-03-23 08:11:56,Door opened,0,8,11,56,2.0
2026-03-23 08:11:59,Signal lost,0,8,11,59,3.0
2026-03-23 08:12:09,Signal lost,0,8,12,9,10.0
2026-03-23 08:12:10,Low battery,0,8,12,10,1.0
2026-03-23 08:12:14,Door closed,0,8,12,14,4.0
2026-03-23 08:12:21,Motion detected,0,8,12,21,7.0
2026-03-23 08:12:27,Door closed,0,8,12,27,6.0
2026-03-23 08:12:32,Door closed,0,8,12,32,5.0
2026-03-23 08:12:41,Door closed,0,8,12,41,9.0
2026-03-23 08:12:46,Signal lost,0,8,12,46,5.0
2026-03-23 08:12:54,Door closed,0,8,12,54,8.0
2026-03-23 08:13:00,Motion detected,0,8,13,0,6.0
2026-03-23 08:13:03,Low battery,0,8,13,3,3.0
2026-03-23 08:13:13,Door closed,0,8,13,13,10.0
2026-03-23 08:13:22,Door closed,0,8,13,22,9.0
2026-03-23 08:13:25,Motion detected,0,8,13,25,3.0
2026-03-23 08:13:33,Signal lost,0,8,13,33,8.0
2026-03-23 08:13:41,Door opened,0,8,13,41,8.0
2026-03-23 08:13:42,Door closed,0,8,13,42,1.0
2026-03-23 08:13:52,Low battery,0,8,13,52,10.0
2026-03-23 08:13:53,Motion detected,0,8,13,53,1.0
2026-03-23 08:13:55,Low battery,0,8,13,55,2.0
2026-03-23 08:14:02,Stop camera,0,8,14,2,7.0
2026-03-23 08:14:10,Start camera,0,8,14,10,8.0
2026-03-23 08:14:13,Start camera,0,8,14,13,3.0
2026-03-23 08:14:23,Signal lost,0,8,14,23,10.0
2026-03-23 08:14:33,Low battery,0,8,14,33,10.0
2026-03-23 08:14:37,Door opened,0,8,14,37,4.0
2026-03-23 08:14:43,Motion detected,0,8,14,43,6.0
2026-03-23 08:14:51,Door closed,0,8,14,51,8.0
2026-03-23 08:14:56,Door closed,0,8,14,56,5.0
2026-03-23 08:14:57,Motion detected,0,8,14,57,1.0
2026-03-23 08:15:06,Door closed,0,8,15,6,9.0
2026-03-23 08:15:13,Stop camera,0,8,15,13,7.0
2026-03-23 08:15:16,Stop camera,0,8,15,16,3.0
2026-03-23 08:15:26,Start camera,0,8,15,26,10.0
2026-03-23 08:15:33,Door closed,0,8,15,33,7.0
2026-03-23 08:15:41,Stop camera,0,8,15,41,8.0
2026-03-23 08:15:45,Low battery,0,8,15,45,4.0
2026-03-23 08:15:51,Stop camera,0,8,15,51,6.0
2026-03-23 08:15:54,Stop camera,0,8,15,54,3.0
2026-03-23 08:16:01,Signal lost,0,8,16,1,7.0
2026-03-23 08:16:09,Stop camera,0,8,16,9,8.0
2026-03-23 08:16:19,Stop camera,0,8,16,19,10.0
2026-03-23 08:16:21,Stop camera,0,8,16,21,2.0
2026-03-23 08:16:22,Start camera,0,8,16,22,1.0
2026-03-23 08:16:23,Stop camera,0,8,16,23,1.0
2026-03-23 08:16:30,Low battery,0,8,16,30,7.0
2026-03-23 08:16:32,Start camera,0,8,16,32,2.0
2026-03-23 08:16:34,Motion detected,0,8,16,34,2.0
2026-03-23 08:16:36,Door closed,0,8,16,36,2.0
2026-03-23 08:16:38,Motion detected,0,8,16,38,2.0
2026-03-23 08:16:39,Start camera,0,8,16,39,1.0
2026-03-23 08:16:41,Low battery,0,8,16,41,2.0
2026-03-23 08:16:45,Start camera,0,8,16,45,4.0
2026-03-23 08:16:55,Start camera,0,8,16,55,10.0
2026-03-23 08:16:58,Start camera,0,8,16,58,3.0
2026-03-23 08:17:02,Low battery,0,8,17,2,4.0
2026-03-23 08:17:09,Door closed,0,8,17,9,7.0
2026-03-23 08:17:15,Start camera,0,8,17,15,6.0
2026-03-23 08:17:16,Door closed,0,8,17,16,1.0
2026-03-23 08:17:18,Start camera,0,8,17,18,2.0
2026-03-23 08:17:21,Motion detected,0,8,17,21,3.0
2026-03-23 08:17:24,Stop camera,0,8,17,24,3.0
2026-03-23 08:17:29,Door closed,0,8,17,29,5.0
2026-03-23 08:17:33,Door closed,0,8,17,33,4.0
2026-03-23 08:17:34,Door closed,0,8,17,34,1.0
2026-03-23 08:17:41,Door closed,0,8,17,41,7.0
2026-03-23 08:17:47,Door closed,0,8,17,47,6.0
2026-03-23 08:17:57,Door closed,0,8,17,57,10.0
2026-03-23 08:18:04,Door opened,0,8,18,4,7.0
2026-03-23 08:18:06,Door opened,0,8,18,6,2.0
2026-03-23 08:18:12,Door opened,0,8,18,12,6.0
2026-03-23 08:18:13,Signal lost,0,8,18,13,1.0
2026-03-23 08:18:16,Low battery,0,8,18,16,3.0
2026-03-23 08:18:25,Signal lost,0,8,18,25,9.0
2026-03-23 08:18:28,Stop camera,0,8,18,28,3.0
2026-03-23 08:18:31,Low battery,0,8,18,31,3.0
2026-03-23 08:18:34,Door closed,0,8,18,34,3.0
2026-03-23 08:18:37,Door opened,0,8,18,37,3.0
2026-03-23 08:18:44,Motion detected,0,8,18,44,7.0
2026-03-23 08:18:48,Door closed,0,8,18,48,4.0
2026-03-23 08:18:57,Low battery,0,8,18,57,9.0
2026-03-23 08:19:02,Door closed,0,8,19,2,5.0
2026-03-23 08:19:10,Stop camera,0,8,19,10,8.0
2026-03-23 08:19:15,Motion detected,0,8,19,15,5.0
2026-03-23 08:19:22,Door opened,0,8,19,22,7.0
2026-03-23 08:19:29,Motion detected,0,8,19,29,7.0
2026-03-23 08:19:37,Door closed,0,8,19,37,8.0
2026-03-23 08:19:39,Door closed,0,8,19,39,2.0
2026-03-23 08:19:40,Motion detected,0,8,19,40,1.0
2026-03-23 08:19:44,Door opened,0,8,19,44,4.0
2026-03-23 08:19:49,Motion detected,0,8,19,49,5.0
2026-03-23 08:19:57,Stop camera,0,8,19,57,8.0
2026-03-23 08:20:07,Door closed,0,8,20,7,10.0
2026-03-23 08:20:13,Door closed,0,8,20,13,6.0
2026-03-23 08:20:18,Stop camera,0,8,20,18,5.0
2026-03-23 08:20:20,Stop camera,0,8,20,20,2.0
2026-03-23 08:20:30,Stop camera,0,8,20,30,10.0
2026-03-23 08:20:38,Stop camera,0,8,20,38,8.0
2026-03-23 08:20:39,Motion detected,0,8,20,39,1.0
2026-03-23 08:20:49,Stop camera,0,8,20,49,10.0
2026-03-23 08:20:59,Motion detected,0,8,20,59,10.0
2026-03-23 08:21:08,Door closed,0,8,21,8,9.0
2026-03-23 08:21:18,Signal lost,0,8,21,18,10.0
2026-03-23 08:21:23,Door closed,0,8,21,23,5.0
2026-03-23 08:21:30,Start camera,0,8,21,30,7.0
2026-03-23 08:21:34,Start camera,0,8,21,34,4.0
2026-03-23 08:21:44,Motion detected,0,8,21,44,10.0
2026-03-23 08:21:48,Signal lost,0,8,21,48,4.0
2026-03-23 08:21:53,Signal lost,0,8,21,53,5.0
2026-03-23 08:22:00,Stop camera,0,8,22,0,7.0
2026-03-23 08:22:09,Stop camera,0,8,22,9,9.0
2026-03-23 08:22:10,Motion detected,0,8,22,10,1.0
2026-03-23 08:22:16,Door closed,0,8,22,16,6.0
2026-03-23 08:22:21,Low battery,0,8,22,21,5.0
2026-03-23 08:22:30,Low battery,0,8,22,30,9.0
2026-03-23 08:22:34,Door closed,0,8,22,34,4.0
2026-03-23 08:22:41,Stop camera,0,8,22,41,7.0
2026-03-23 08:22:49,Door closed,0,8,22,49,8.0
2026-03-23 08:22:55,Door opened,0,8,22,55,6.0
2026-03-23 08:23:01,Signal lost,0,8,23,1,6.0
2026-03-23 08:23:05,Stop camera,0,8,23,5,4.0
2026-03-23 08:23:09,Motion detected,0,8,23,9,4.0
2026-03-23 08:23:13,Signal lost,0,8,23,13,4.0
2026-03-23 08:23:21,Door opened,0,8,23,21,8.0
2026-03-23 08:23:30,Stop camera,0,8,23,30,9.0
2026-03-23 08:23:31,Door opened,0,8,23,31,1.0
2026-03-23 08:23:37,Stop camera,0,8,23,37,6.0
2026-03-23 08:23:43,Signal lost,0,8,23,43,6.0
2026-03-23 08:23:46,Low battery,0,8,23,46,3.0
2026-03-23 08:23:49,Low battery,0,8,23,49,3.0
2026-03-23 08:23:58,Door closed,0,8,23,58,9.0
2026-03-23 08:24:06,Start camera,0,8,24,6,8.0
2026-03-23 08:24:13,Low battery,0,8,24,13,7.0
2026-03-23 08:24:17,Start camera,0,8,24,17,4.0
2026-03-23 08:24:18,Door closed,0,8,24,18,1.0
2026-03-23 08:24:28,Door opened,0,8,24,28,10.0
2026-03-23 08:24:31,Door opened,0,8,24,31,3.0
2026-03-23 08:24:33,Start camera,0,8,24,33,2.0
2026-03-23 08:24:39,Door closed,0,8,24,39,6.0
2026-03-23 08:24:41,Door closed,0,8,24,41,2.0
2026-03-23 08:24:42,Signal lost,0,8,24,42,1.0
2026-03-23 08:24:44,Start camera,0,8,24,44,2.0
2026-03-23 08:24:45,Motion detected,0,8,24,45,1.0
2026-03-23 08:24:54,Door closed,0,8,24,54,9.0
2026-03-23 08:24:55,Motion detected,0,8,24,55,1.0
2026-03-23 08:25:00,Door opened,0,8,25,0,5.0
2026-03-23 08:25:09,Motion detected,0,8,25,9,9.0
2026-03-23 08:25:10,Stop camera,0,8,25,10,1.0
2026-03-23 08:25:20,Door opened,0,8,25,20,10.0
2026-03-23 08:25:26,Signal lost,0,8,25,26,6.0
2026-03-23 08:25:32,Door opened,0,8,25,32,6.0
2026-03-23 08:25:36,Motion detected,0,8,25,36,4.0
2026-03-23 08:25:37,Door closed,0,8,25,37,1.0
2026-03-23 08:25:45,Low battery,0,8,25,45,8.0
2026-03-23 08:25:54,Stop camera,0,8,25,54,9.0
2026-03-23 08:25:55,Start camera,0,8,25,55,1.0
2026-03-23 08:26:01,Door closed,0,8,26,1,6.0
2026-03-23 08:26:08,Start camera,0,8,26,8,7.0
2026-03-23 08:26:16,Motion detected,0,8,26,16,8.0
2026-03-23 08:26:24,Motion detected,0,8,26,24,8.0
2026-03-23 08:26:33,Door opened,0,8,26,33,9.0
2026-03-23 08:26:39,Signal lost,0,8,26,39,6.0
2026-03-23 08:26:47,Start camera,0,8,26,47,8.0
2026-03-23 08:26:48,Stop camera,0,8,26,48,1.0
2026-03-23 08:26:50,Door closed,0,8,26,50,2.0
2026-03-23 08:26:57,Signal lost,0,8,26,57,7.0
2026-03-23 08:27:04,Start camera,0,8,27,4,7.0
2026-03-23 08:27:11,Signal lost,0,8,27,11,7.0
2026-03-23 08:27:19,Low battery,0,8,27,19,8.0
2026-03-23 08:27:26,Stop camera,0,8,27,26,7.0
2026-03-23 08:27:29,Door closed,0,8,27,29,3.0
2026-03-23 08:27:32,Stop camera,0,8,27,32,3.0
2026-03-23 08:27:42,Signal lost,0,8,27,42,10.0
2026-03-23 08:27:45,Stop camera,0,8,27,45,3.0
2026-03-23 08:27:52,Door opened,0,8,27,52,7.0
2026-03-23 08:28:00,Stop camera,0,8,28,0,8.0
2026-03-23 08:28:02,Signal lost,0,8,28,2,2.0
2026-03-23 08:28:12,Low battery,0,8,28,12,10.0
2026-03-23 08:28:20,Stop camera,0,8,28,20,8.0
2026-03-23 08:28:30,Stop camera,0,8,28,30,10.0
2026-03-23 08:28:34,Low battery,0,8,28,34,4.0
2026-03-23 08:28:43,Door opened,0,8,28,43,9.0
2026-03-23 08:28:47,Low battery,0,8,28,47,4.0
2026-03-23 08:28:53,Stop camera,0,8,28,53,6.0
2026-03-23 08:29:03,Stop camera,0,8,29,3,10.0
2026-03-23 08:29:07,Low battery,0,8,29,7,4.0
2026-03-23 08:29:13,Start camera,0,8,29,13,6.0
2026-03-23 08:29:15,Door closed,0,8,29,15,2.0
2026-03-23 08:29:17,Stop camera,0,8,29,17,2.0
2026-03-23 08:29:22,Motion detected,0,8,29,22,5.0
2026-03-23 08:29:27,Signal lost,0,8,29,27,5.0
2026-03-23 08:29:32,Stop camera,0,8,29,32,5.0
2026-03-23 08:29:35,Signal lost,0,8,29,35,3.0
2026-03-23 08:29:36,Door closed,0,8,29,36,1.0
2026-03-23 08:29:40,Door closed,0,8,29,40,4.0
2026-03-23 08:29:49,Start camera,0,8,29,49,9.0
2026-03-23 08:29:59,Stop camera,0,8,29,59,10.0
2026-03-23 08:30:03,Stop camera,0,8,30,3,4.0
2026-03-23 08:30:10,Door opened,0,8,30,10,7.0
2026-03-23 08:30:11,Signal lost,0,8,30,11,1.0
2026-03-23 08:30:15,Motion detected,0,8,30,15,4.0
2026-03-23 08:30:17,Motion detected,0,8,30,17,2.0
2026-03-23 08:30:27,Door opened,0,8,30,27,10.0
2026-03-23 08:30:33,Low battery,0,8,30,33,6.0
2026-03-23 08:30:43,Low battery,0,8,30,43,10.0
2026-03-23 08:30:49,Door closed,0,8,30,49,6.0
2026-03-23 08:30:59,Start camera,0,8,30,59,10.0
2026-03-23 08:31:05,Door opened,0,8,31,5,6.0
2026-03-23 08:31:13,Low battery,0,8,31,13,8.0
2026-03-23 08:31:19,Stop camera,0,8,31,19,6.0
2026-03-23 08:31:29,Start camera,0,8,31,29,10.0
2026-03-23 08:31:36,Low battery,0,8,31,36,7.0
2026-03-23 08:31:45,Stop camera,0,8,31,45,9.0
2026-03-23 08:31:46,Signal lost,0,8,31,46,1.0
2026-03-23 08:31:48,Door opened,0,8,31,48,2.0
2026-03-23 08:31:52,Start camera,0,8,31,52,4.0
2026-03-23 08:31:53,Signal lost,0,8,31,53,1.0
2026-03-23 08:32:02,Low battery,0,8,32,2,9.0
2026-03-23 08:32:05,Motion detected,0,8,32,5,3.0
2026-03-23 08:32:14,Signal lost,0,8,32,14,9.0
2026-03-23 08:32:24,Stop camera,0,8,32,24,10.0
2026-03-23 08:32:30,Stop camera,0,8,32,30,6.0
2026-03-23 08:32:37,Door closed,0,8,32,37,7.0
2026-03-23 08:32:38,Stop camera,0,8,32,38,1.0
2026-03-23 08:32:44,Stop camera,0,8,32,44,6.0
2026-03-23 08:32:53,Signal lost,0,8,32,53,9.0
2026-03-23 08:32:59,Stop camera,0,8,32,59,6.0
2026-03-23 08:33:01,Signal lost,0,8,33,1,2.0
2026-03-23 08:33:03,Door opened,0,8,33,3,2.0
2026-03-23 08:33:10,Stop camera,0,8,33,10,7.0
2026-03-23 08:33:12,Low battery,0,8,33,12,2.0
2026-03-23 08:33:15,Door opened,0,8,33,15,3.0
2026-03-23 08:33:25,Low battery,0,8,33,25,10.0
2026-03-23 08:33:29,Start camera,0,8,33,29,4.0
2026-03-23 08:33:35,Signal lost,0,8,33,35,6.0
2026-03-23 08:33:43,Start camera,0,8,33,43,8.0
2026-03-23 08:33:47,Start camera,0,8,33,47,4.0
2026-03-23 08:33:55,Start camera,0,8,33,55,8.0
2026-03-23 08:33:59,Stop camera,0,8,33,59,4.0
2026-03-23 08:34:05,Low battery,0,8,34,5,6.0
2026-03-23 08:34:08,Start camera,0,8,34,8,3.0
2026-03-23 08:34:18,Low battery,0,8,34,18,10.0
2026-03-23 08:34:28,Door closed,0,8,34,28,10.0
2026-03-23 08:34:31,Signal lost,0,8,34,31,3.0
2026-03-23 08:34:32,Motion detected,0,8,34,32,1.0
2026-03-23 08:34:37,Start camera,0,8,34,37,5.0
2026-03-23 08:34:44,Signal lost,0,8,34,44,7.0
2026-03-23 08:34:49,Stop camera,0,8,34,49,5.0
2026-03-23 08:34:55,Stop camera,0,8,34,55,6.0
2026-03-23 08:34:58,Low battery,0,8,34,58,3.0
2026-03-23 08:35:02,Door opened,0,8,35,2,4.0
2026-03-23 08:35:04,Low battery,0,8,35,4,2.0
2026-03-23 08:35:07,Low battery,0,8,35,7,3.0
2026-03-23 08:35:15,Low battery,0,8,35,15,8.0
2026-03-23 08:35:25,Motion detected,0,8,35,25,10.0
2026-03-23 08:35:28,Start camera,0,8,35,28,3.0
2026-03-23 08:35:29,Low battery,0,8,35,29,1.0
2026-03-23 08:35:35,Door closed,0,8,35,35,6.0
2026-03-23 08:35:44,Door closed,0,8,35,44,9.0
2026-03-23 08:35:50,Signal lost,0,8,35,50,6.0
2026-03-23 08:35:59,Door opened,0,8,35,59,9.0
2026-03-23 08:36:07,Motion detected,0,8,36,7,8.0
2026-03-23 08:36:09,Start camera,0,8,36,9,2.0
2026-03-23 08:36:18,Motion detected,0,8,36,18,9.0
2026-03-23 08:36:25,Door closed,0,8,36,25,7.0
2026-03-23 08:36:32,Low battery,0,8,36,32,7.0
2026-03-23 08:36:36,Stop camera,0,8,36,36,4.0
2026-03-23 08:36:43,Low battery,0,8,36,43,7.0
2026-03-23 08:36:47,Signal lost,0,8,36,47,4.0
2026-03-23 08:36:51,Door closed,0,8,36,51,4.0
2026-03-23 08:36:54,Start camera,0,8,36,54,3.0
2026-03-23 08:36:59,Low battery,0,8,36,59,5.0
2026-03-23 08:37:00,Stop camera,0,8,37,0,1.0
2026-03-23 08:37:10,Motion detected,0,8,37,10,10.0
2026-03-23 08:37:18,Low battery,0,8,37,18,8.0
2026-03-23 08:37:22,Motion detected,0,8,37,22,4.0
2026-03-23 08:37:32,Door closed,0,8,37,32,10.0
2026-03-23 08:37:36,Door closed,0,8,37,36,4.0
2026-03-23 08:37:41,Door opened,0,8,37,41,5.0
2026-03-23 08:37:44,Door closed,0,8,37,44,3.0
2026-03-23 08:37:45,Door closed,0,8,37,45,1.0
2026-03-23 08:37:48,Stop camera,0,8,37,48,3.0
2026-03-23 08:37:56,Door closed,0,8,37,56,8.0
2026-03-23 08:38:02,Door opened,0,8,38,2,6.0
2026-03-23 08:38:11,Stop camera,0,8,38,11,9.0
2026-03-23 08:38:18,Motion detected,0,8,38,18,7.0
2026-03-23 08:38:22,Signal lost,0,8,38,22,4.0
2026-03-23 08:38:24,Motion detected,0,8,38,24,2.0
2026-03-23 08:38:25,Low battery,0,8,38,25,1.0
2026-03-23 08:38:28,Door opened,0,8,38,28,3.0
2026-03-23 08:38:33,Stop camera,0,8,38,33,5.0
2026-03-23 08:38:42,Door opened,0,8,38,42,9.0
2026-03-23 08:38:50,Signal lost,0,8,38,50,8.0
2026-03-23 08:38:53,Door opened,0,8,38,53,3.0
2026-03-23 08:38:56,Door opened,0,8,38,56,3.0
2026-03-23 08:39:06,Stop camera,0,8,39,6,10.0
2026-03-23 08:39:14,Start camera,0,8,39,14,8.0
2026-03-23 08:39:17,Stop camera,0,8,39,17,3.0
2026-03-23 08:39:26,Door closed,0,8,39,26,9.0
2026-03-23 08:39:30,Motion detected,0,8,39,30,4.0
2026-03-23 08:39:33,Low battery,0,8,39,33,3.0
2026-03-23 08:39:37,Door opened,0,8,39,37,4.0
2026-03-23 08:39:40,Stop camera,0,8,39,40,3.0
2026-03-23 08:39:47,Signal lost,0,8,39,47,7.0
2026-03-23 08:39:50,Signal lost,0,8,39,50,3.0
2026-03-23 08:39:59,Signal lost,0,8,39,59,9.0
2026-03-23 08:40:01,Low battery,0,8,40,1,2.0
2026-03-23 08:40:07,Door opened,0,8,40,7,6.0
2026-03-23 08:40:15,Motion detected,0,8,40,15,8.0
2026-03-23 08:40:19,Low battery,0,8,40,19,4.0
2026-03-23 08:40:22,Door closed,0,8,40,22,3.0
2026-03-23 08:40:25,Start camera,0,8,40,25,3.0
2026-03-23 08:40:30,Low battery,0,8,40,30,5.0
2026-03-23 08:40:33,Low battery,0,8,40,33,3.0
2026-03-23 08:40:42,Start camera,0,8,40,42,9.0
2026-03-23 08:40:46,Low battery,0,8,40,46,4.0
2026-03-23 08:40:49,Signal lost,0,8,40,49,3.0
2026-03-23 08:40:52,Start camera,0,8,40,52,3.0
2026-03-23 08:40:57,Motion detected,0,8,40,57,5.0
2026-03-23 08:41:04,Stop camera,0,8,41,4,7.0
2026-03-23 08:41:05,Low battery,0,8,41,5,1.0
2026-03-23 08:41:08,Start camera,0,8,41,8,3.0
2026-03-23 08:41:16,Motion detected,0,8,41,16,8.0
2026-03-23 08:41:20,Low battery,0,8,41,20,4.0
2026-03-23 08:41:22,Door closed,0,8,41,22,2.0
2026-03-23 08:41:25,Low battery,0,8,41,25,3.0
2026-03-23 08:41:31,Stop camera,0,8,41,31,6.0
2026-03-23 08:41:38,Door opened,0,8,41,38,7.0
2026-03-23 08:41:41,Signal lost,0,8,41,41,3.0
2026-03-23 08:41:49,Door opened,0,8,41,49,8.0
2026-03-23 08:41:55,Signal lost,0,8,41,55,6.0
2026-03-23 08:42:05,Low battery,0,8,42,5,10.0
2026-03-23 08:42:07,Signal lost,0,8,42,7,2.0
2026-03-23 08:42:11,Low battery,0,8,42,11,4.0
2026-03-23 08:42:15,Low battery,0,8,42,15,4.0
2026-03-23 08:42:22,Door opened,0,8,42,22,7.0
